5.04938 0.0610234
5.06632 0.0612278
5.08312 0.0605123
5.09976 0.0609212
5.1165 0.0551971
5.13295 0.0531527
5.14987 0.0540727
5.16647 0.0539705
5.18321 0.0533572
5.20011 0.0543793
5.21676 0.0549926
5.22554 0.0508017
5.25862 0.0494729
5.26761 0.0535616
5.26876 0.0494729
5.27258 0.0492685
5.29201 0.0487574
5.29473 0.0527439
5.29589 0.0489618
5.30323 0.0484508
5.32141 0.0481441
5.34696 0.0478375
5.37309 0.0478375
5.4011 0.0474286
5.42733 0.0466108
5.45331 0.0458953
5.47936 0.0455887
5.5048 0.0448732
5.53101 0.0448732
5.5573 0.0451798
5.58336 0.0449754
5.60949 0.0447709
5.63591 0.0443621
5.66205 0.0486552
5.68856 0.0491663
5.88661 0.0468153
5.91502 0.0473264
5.944 0.046202
5.97286 0.0478375
6.00241 0.0445665
6.03263 0.0434421
6.06324 0.0428288
6.09354 0.0405801
6.12444 0.0416022
6.15506 0.0410911
6.18544 0.0405801
6.21549 0.0408867
6.24526 0.0403756
6.27547 0.0399668
6.30759 0.040069
6.34021 0.0404778
6.37383 0.0404778
6.40735 0.0394557
6.44194 0.0406823
6.47673 0.0406823
6.51221 0.0396601
6.54929 0.0376158
6.58699 0.0378202
6.623 0.0380246
6.65522 0.0390468
6.68517 0.0395579
6.71825 0.0396601
6.75504 0.0387402
6.79233 0.0382291
7.4492 0.00746182
7.50524 0.00940394
7.54505 0.0102217
7.65869 0.0126749
8.21785 0.00592857
8.84826 0.00633744
9.09131 0.00695074
9.24577 0.00746182
9.38409 0.00735961
9.51045 0.00633744
9.63249 0.0018399
9.75097 0.00664409
9.86913 0.00500862
9.98799 0.00439532
10.1082 0.0036798
10.2268 0.00316872
10.3464 0.00224877
10.4647 0.000817734
10.5831 -0.000817734
10.7011 0.0012266
10.82 -0.00102217
10.9381 -0.00255542
11.0573 -0.00265764
11.1769 -0.00439532
11.2972 -0.00470197
11.4165 -0.00511084
11.5367 -0.00654187
11.6559 -0.00756404
11.7743 -0.00633744
11.8934 -0.00756404
12.0126 -0.00848399
12.132 -0.00940394
12.251 -0.0107328
12.3706 -0.0111416
12.4917 -0.0116527
12.612 -0.0148214
12.7309 -0.014617
12.8506 -0.0151281
12.9692 -0.0166613
13.0894 -0.0176835
13.2095 -0.0194212
13.3306 -0.0194212
13.4516 -0.0190123
13.5723 -0.0222833
13.6921 -0.0222833
13.8114 -0.0232032
13.9304 -0.0228966
14.0515 -0.0259631
14.1709 -0.0261675
14.291 -0.0269852
14.4109 -0.029234
14.5306 -0.0285185
14.6505 -0.0298473
14.7692 -0.0314828
14.8884 -0.0327094
15.0082 -0.0337315
15.1285 -0.0359803
15.2473 -0.0355714
15.3668 -0.0387402
15.4862 -0.0380246
15.6052 -0.0396601
15.7256 -0.0392512
15.846 -0.0413978
15.9675 -0.04242
16.0877 -0.0441576
16.2086 -0.045282
16.3298 -0.0466108
16.4507 -0.0473264
16.573 -0.0484508
16.6932 -0.0496774
